location,program,degree,period,period_sort,count
SCADnow,Design Management,MA,Summer 2021,20203,26
SCADnow,Design Management,MA,Fall 2021,20210,36
SCADnow,Design Management,MA,Winter 2022,20211,35
SCADnow,Design Management,MA,Spring 2022,20212,26
SCADnow,Design Management,MA,Summer 2022,20213,20
SCADnow,Design Management,MA,Fall 2022,20220,31
SCADnow,Design Management,MA,Winter 2023,20221,29
SCADnow,Design Management,MA,Spring 2023,20222,23
SCADnow,Design Management,MA,Summer 2023,20223,17
SCADnow,Design Management,MA,Fall 2023,20230,31
SCADnow,Design Management,MA,Winter 2024,20231,26
SCADnow,Design Management,MA,Spring 2024,20232,23
SCADnow,Design Management,MA,Summer 2024,20233,18
SCADnow,Design Management,MA,Fall 2024,20240,25
SCADnow,Design Management,MA,Winter 2025,20241,27
SCADnow,Design Management,MA,Spring 2025,20242,17
SCADnow,Design Management,MA,Summer 2025,20243,11
SCADnow,Design Management,MA,Fall 2025,20250,21
SCADnow,Design Management,MA,Winter 2026,20251,23
SCADnow,Design Management,MBI,Fall 2024,20240,6
SCADnow,Design Management,MBI,Winter 2025,20241,6
SCADnow,Design Management,MBI,Spring 2025,20242,10
SCADnow,Design Management,MBI,Summer 2025,20243,13
SCADnow,Design Management,MBI,Fall 2025,20250,19
SCADnow,Design Management,MBI,Winter 2026,20251,16
SCADnow,Design Management,MFA,Winter 2022,20211,1
SCADnow,Dramatic Writing,BFA,Summer 2012,20113,2
SCADnow,Dramatic Writing,BFA,Summer 2013,20123,1
SCADnow,Dramatic Writing,BFA,Summer 2014,20133,2
SCADnow,Dramatic Writing,BFA,Summer 2015,20143,1
SCADnow,Dramatic Writing,BFA,Fall 2015,20150,2
SCADnow,Dramatic Writing,BFA,Summer 2016,20153,1
SCADnow,Dramatic Writing,BFA,Fall 2016,20160,1
SCADnow,Dramatic Writing,BFA,Summer 2018,20173,1
SCADnow,Dramatic Writing,BFA,Summer 2019,20183,1
SCADnow,Dramatic Writing,BFA,Spring 2020,20192,1
SCADnow,Dramatic Writing,BFA,Summer 2020,20193,2
SCADnow,Dramatic Writing,BFA,Winter 2022,20211,1
SCADnow,Dramatic Writing,BFA,Spring 2022,20212,2
SCADnow,Dramatic Writing,BFA,Summer 2022,20213,1
SCADnow,Dramatic Writing,BFA,Winter 2023,20221,4
SCADnow,Dramatic Writing,BFA,Spring 2023,20222,3
SCADnow,Dramatic Writing,BFA,Summer 2023,20223,5
SCADnow,Dramatic Writing,BFA,Fall 2023,20230,4
SCADnow,Dramatic Writing,BFA,Winter 2024,20231,12
SCADnow,Dramatic Writing,BFA,Spring 2024,20232,17
SCADnow,Dramatic Writing,BFA,Summer 2024,20233,5
SCADnow,Dramatic Writing,BFA,Fall 2024,20240,28
SCADnow,Dramatic Writing,BFA,Winter 2025,20241,26
SCADnow,Dramatic Writing,BFA,Spring 2025,20242,23
SCADnow,Dramatic Writing,BFA,Summer 2025,20243,7
SCADnow,Dramatic Writing,BFA,Fall 2025,20250,17
SCADnow,Dramatic Writing,BFA,Winter 2026,20251,18
SCADnow,Fashion Marketing & Management,BFA,Fall 2010,20100,2
SCADnow,Fashion Marketing & Management,BFA,Winter 2011,20101,1
SCADnow,Fashion Marketing & Management,BFA,Spring 2011,20102,2
SCADnow,Fashion Marketing & Management,BFA,Summer 2011,20103,13
SCADnow,Fashion Marketing & Management,BFA,Fall 2011,20110,6
SCADnow,Fashion Marketing & Management,BFA,Winter 2012,20111,4
SCADnow,Fashion Marketing & Management,BFA,Spring 2012,20112,5
SCADnow,Fashion Marketing & Management,BFA,Summer 2012,20113,31
SCADnow,Fashion Marketing & Management,BFA,Fall 2012,20120,3
SCADnow,Fashion Marketing & Management,BFA,Winter 2013,20121,1
SCADnow,Fashion Marketing & Management,BFA,Spring 2013,20122,2
SCADnow,Fashion Marketing & Management,BFA,Summer 2013,20123,17
SCADnow,Fashion Marketing & Management,BFA,Fall 2013,20130,2
SCADnow,Fashion Marketing & Management,BFA,Winter 2014,20131,2
SCADnow,Fashion Marketing & Management,BFA,Spring 2014,20132,2
SCADnow,Fashion Marketing & Management,BFA,Summer 2014,20133,11
SCADnow,Fashion Marketing & Management,BFA,Winter 2015,20141,3
SCADnow,Fashion Marketing & Management,BFA,Spring 2015,20142,5
SCADnow,Fashion Marketing & Management,BFA,Summer 2015,20143,10
SCADnow,Fashion Marketing & Management,BFA,Fall 2015,20150,3
SCADnow,Fashion Marketing & Management,BFA,Winter 2016,20151,3
SCADnow,Fashion Marketing & Management,BFA,Spring 2016,20152,4
SCADnow,Fashion Marketing & Management,BFA,Summer 2016,20153,13
SCADnow,Fashion Marketing & Management,BFA,Fall 2016,20160,2
SCADnow,Fashion Marketing & Management,BFA,Winter 2017,20161,4
SCADnow,Fashion Marketing & Management,BFA,Spring 2017,20162,3
SCADnow,Fashion Marketing & Management,BFA,Summer 2017,20163,11
SCADnow,Fashion Marketing & Management,BFA,Fall 2017,20170,3
SCADnow,Fashion Marketing & Management,BFA,Winter 2018,20171,1
SCADnow,Fashion Marketing & Management,BFA,Spring 2018,20172,1
SCADnow,Fashion Marketing & Management,BFA,Summer 2018,20173,10
SCADnow,Fashion Marketing & Management,BFA,Fall 2018,20180,3
SCADnow,Fashion Marketing & Management,BFA,Winter 2019,20181,1
SCADnow,Fashion Marketing & Management,BFA,Spring 2019,20182,3
SCADnow,Fashion Marketing & Management,BFA,Summer 2019,20183,14
SCADnow,Fashion Marketing & Management,BFA,Fall 2019,20190,1
SCADnow,Fashion Marketing & Management,BFA,Winter 2020,20191,1
SCADnow,Fashion Marketing & Management,BFA,Spring 2020,20192,5
SCADnow,Fashion Marketing & Management,BFA,Summer 2020,20193,2
SCADnow,Fashion Marketing & Management,BFA,Fall 2020,20200,3
SCADnow,Fashion Marketing & Management,BFA,Winter 2021,20201,1
SCADnow,Fashion Marketing & Management,BFA,Spring 2021,20202,2
SCADnow,Fashion Marketing & Management,BFA,Summer 2021,20203,4
SCADnow,Fashion Marketing & Management,BFA,Fall 2021,20210,9
SCADnow,Fashion Marketing & Management,BFA,Winter 2022,20211,24
SCADnow,Fashion Marketing & Management,BFA,Spring 2022,20212,20
SCADnow,Fashion Marketing & Management,BFA,Summer 2022,20213,12
SCADnow,Fashion Marketing & Management,BFA,Fall 2022,20220,34
SCADnow,Fashion Marketing & Management,BFA,Winter 2023,20221,30
SCADnow,Fashion Marketing & Management,BFA,Spring 2023,20222,28
SCADnow,Fashion Marketing & Management,BFA,Summer 2023,20223,17
SCADnow,Fashion Marketing & Management,BFA,Fall 2023,20230,36
SCADnow,Fashion Marketing & Management,BFA,Winter 2024,20231,33
SCADnow,Fashion Marketing & Management,BFA,Spring 2024,20232,43
SCADnow,Fashion Marketing & Management,BFA,Summer 2024,20233,37
SCADnow,Fashion Marketing & Management,BFA,Fall 2024,20240,39
SCADnow,Fashion Marketing & Management,BFA,Winter 2025,20241,50
SCADnow,Fashion Marketing & Management,BFA,Spring 2025,20242,51
SCADnow,Fashion Marketing & Management,BFA,Summer 2025,20243,32
SCADnow,Fashion Marketing & Management,BFA,Fall 2025,20250,44
SCADnow,Fashion Marketing & Management,BFA,Winter 2026,20251,45
SCADnow,Graphic Dsgn/Visual Experience,BA,Fall 2022,20220,6
SCADnow,Graphic Dsgn/Visual Experience,BA,Winter 2023,20221,12
SCADnow,Graphic Dsgn/Visual Experience,BA,Spring 2023,20222,12
SCADnow,Graphic Dsgn/Visual Experience,BA,Summer 2023,20223,4
SCADnow,Graphic Dsgn/Visual Experience,BA,Fall 2023,20230,30
SCADnow,Graphic Dsgn/Visual Experience,BA,Winter 2024,20231,23
SCADnow,Graphic Dsgn/Visual Experience,BA,Spring 2024,20232,26
SCADnow,Graphic Dsgn/Visual Experience,BA,Summer 2024,20233,7
SCADnow,Graphic Dsgn/Visual Experience,BA,Fall 2024,20240,25
SCADnow,Graphic Dsgn/Visual Experience,BA,Winter 2025,20241,27
SCADnow,Graphic Dsgn/Visual Experience,BA,Spring 2025,20242,21
SCADnow,Graphic Dsgn/Visual Experience,BA,Summer 2025,20243,17
SCADnow,Graphic Dsgn/Visual Experience,BA,Fall 2025,20250,28
SCADnow,Graphic Dsgn/Visual Experience,BA,Winter 2026,20251,28
SCADnow,Graphic Dsgn/Visual Experience,BFA,Fall 2010,20100,49
SCADnow,Graphic Dsgn/Visual Experience,BFA,Winter 2011,20101,60
SCADnow,Graphic Dsgn/Visual Experience,BFA,Spring 2011,20102,56
SCADnow,Graphic Dsgn/Visual Experience,BFA,Summer 2011,20103,68
SCADnow,Graphic Dsgn/Visual Experience,BFA,Fall 2011,20110,70
SCADnow,Graphic Dsgn/Visual Experience,BFA,Winter 2012,20111,70
SCADnow,Graphic Dsgn/Visual Experience,BFA,Spring 2012,20112,70
SCADnow,Graphic Dsgn/Visual Experience,BFA,Summer 2012,20113,76
SCADnow,Graphic Dsgn/Visual Experience,BFA,Fall 2012,20120,89
SCADnow,Graphic Dsgn/Visual Experience,BFA,Winter 2013,20121,89
SCADnow,Graphic Dsgn/Visual Experience,BFA,Spring 2013,20122,91
SCADnow,Graphic Dsgn/Visual Experience,BFA,Summer 2013,20123,78
SCADnow,Graphic Dsgn/Visual Experience,BFA,Fall 2013,20130,91
SCADnow,Graphic Dsgn/Visual Experience,BFA,Winter 2014,20131,97
SCADnow,Graphic Dsgn/Visual Experience,BFA,Spring 2014,20132,94
SCADnow,Graphic Dsgn/Visual Experience,BFA,Summer 2014,20133,72
SCADnow,Graphic Dsgn/Visual Experience,BFA,Fall 2014,20140,95
SCADnow,Graphic Dsgn/Visual Experience,BFA,Winter 2015,20141,86
SCADnow,Graphic Dsgn/Visual Experience,BFA,Spring 2015,20142,86
SCADnow,Graphic Dsgn/Visual Experience,BFA,Summer 2015,20143,91
SCADnow,Graphic Dsgn/Visual Experience,BFA,Fall 2015,20150,88
SCADnow,Graphic Dsgn/Visual Experience,BFA,Winter 2016,20151,86
SCADnow,Graphic Dsgn/Visual Experience,BFA,Spring 2016,20152,91
SCADnow,Graphic Dsgn/Visual Experience,BFA,Summer 2016,20153,111
SCADnow,Graphic Dsgn/Visual Experience,BFA,Fall 2016,20160,98
SCADnow,Graphic Dsgn/Visual Experience,BFA,Winter 2017,20161,104
SCADnow,Graphic Dsgn/Visual Experience,BFA,Spring 2017,20162,96
SCADnow,Graphic Dsgn/Visual Experience,BFA,Summer 2017,20163,78
SCADnow,Graphic Dsgn/Visual Experience,BFA,Fall 2017,20170,117
SCADnow,Graphic Dsgn/Visual Experience,BFA,Winter 2018,20171,120
SCADnow,Graphic Dsgn/Visual Experience,BFA,Spring 2018,20172,115
SCADnow,Graphic Dsgn/Visual Experience,BFA,Summer 2018,20173,72
SCADnow,Graphic Dsgn/Visual Experience,BFA,Fall 2018,20180,114
SCADnow,Graphic Dsgn/Visual Experience,BFA,Winter 2019,20181,117
SCADnow,Graphic Dsgn/Visual Experience,BFA,Spring 2019,20182,116
SCADnow,Graphic Dsgn/Visual Experience,BFA,Summer 2019,20183,93
SCADnow,Graphic Dsgn/Visual Experience,BFA,Fall 2019,20190,132
SCADnow,Graphic Dsgn/Visual Experience,BFA,Winter 2020,20191,128
SCADnow,Graphic Dsgn/Visual Experience,BFA,Spring 2020,20192,137
SCADnow,Graphic Dsgn/Visual Experience,BFA,Summer 2020,20193,110
SCADnow,Graphic Dsgn/Visual Experience,BFA,Fall 2020,20200,181
SCADnow,Graphic Dsgn/Visual Experience,BFA,Winter 2021,20201,164
SCADnow,Graphic Dsgn/Visual Experience,BFA,Spring 2021,20202,162
SCADnow,Graphic Dsgn/Visual Experience,BFA,Summer 2021,20203,107
SCADnow,Graphic Dsgn/Visual Experience,BFA,Fall 2021,20210,172
SCADnow,Graphic Dsgn/Visual Experience,BFA,Winter 2022,20211,182
SCADnow,Graphic Dsgn/Visual Experience,BFA,Spring 2022,20212,176
SCADnow,Graphic Dsgn/Visual Experience,BFA,Summer 2022,20213,95
SCADnow,Graphic Dsgn/Visual Experience,BFA,Fall 2022,20220,174
SCADnow,Graphic Dsgn/Visual Experience,BFA,Winter 2023,20221,178
SCADnow,Graphic Dsgn/Visual Experience,BFA,Spring 2023,20222,177
SCADnow,Graphic Dsgn/Visual Experience,BFA,Summer 2023,20223,70
SCADnow,Graphic Dsgn/Visual Experience,BFA,Fall 2023,20230,140
SCADnow,Graphic Dsgn/Visual Experience,BFA,Winter 2024,20231,136
SCADnow,Graphic Dsgn/Visual Experience,BFA,Spring 2024,20232,118
SCADnow,Graphic Dsgn/Visual Experience,BFA,Summer 2024,20233,64
SCADnow,Graphic Dsgn/Visual Experience,BFA,Fall 2024,20240,117
SCADnow,Graphic Dsgn/Visual Experience,BFA,Winter 2025,20241,113
SCADnow,Graphic Dsgn/Visual Experience,BFA,Spring 2025,20242,104
SCADnow,Graphic Dsgn/Visual Experience,BFA,Summer 2025,20243,46
SCADnow,Graphic Dsgn/Visual Experience,BFA,Fall 2025,20250,119
SCADnow,Graphic Dsgn/Visual Experience,BFA,Winter 2026,20251,116
SCADnow,Graphic Dsgn/Visual Experience,MA,Fall 2010,20100,36
SCADnow,Graphic Dsgn/Visual Experience,MA,Winter 2011,20101,26
SCADnow,Graphic Dsgn/Visual Experience,MA,Spring 2011,20102,33
SCADnow,Graphic Dsgn/Visual Experience,MA,Summer 2011,20103,15
SCADnow,Graphic Dsgn/Visual Experience,MA,Fall 2011,20110,34
SCADnow,Graphic Dsgn/Visual Experience,MA,Winter 2012,20111,31
SCADnow,Graphic Dsgn/Visual Experience,MA,Spring 2012,20112,30
SCADnow,Graphic Dsgn/Visual Experience,MA,Summer 2012,20113,27
SCADnow,Graphic Dsgn/Visual Experience,MA,Fall 2012,20120,34
SCADnow,Graphic Dsgn/Visual Experience,MA,Winter 2013,20121,29
SCADnow,Graphic Dsgn/Visual Experience,MA,Spring 2013,20122,27
SCADnow,Graphic Dsgn/Visual Experience,MA,Summer 2013,20123,21
SCADnow,Graphic Dsgn/Visual Experience,MA,Fall 2013,20130,31
SCADnow,Graphic Dsgn/Visual Experience,MA,Winter 2014,20131,33
SCADnow,Graphic Dsgn/Visual Experience,MA,Spring 2014,20132,28
SCADnow,Graphic Dsgn/Visual Experience,MA,Summer 2014,20133,15
SCADnow,Graphic Dsgn/Visual Experience,MA,Fall 2014,20140,21
SCADnow,Graphic Dsgn/Visual Experience,MA,Winter 2015,20141,15
SCADnow,Graphic Dsgn/Visual Experience,MA,Spring 2015,20142,19
SCADnow,Graphic Dsgn/Visual Experience,MA,Summer 2015,20143,17
SCADnow,Graphic Dsgn/Visual Experience,MA,Fall 2015,20150,14
SCADnow,Graphic Dsgn/Visual Experience,MA,Winter 2016,20151,14
SCADnow,Graphic Dsgn/Visual Experience,MA,Spring 2016,20152,20
SCADnow,Graphic Dsgn/Visual Experience,MA,Summer 2016,20153,11
SCADnow,Graphic Dsgn/Visual Experience,MA,Fall 2016,20160,23
SCADnow,Graphic Dsgn/Visual Experience,MA,Winter 2017,20161,22
SCADnow,Graphic Dsgn/Visual Experience,MA,Spring 2017,20162,20
SCADnow,Graphic Dsgn/Visual Experience,MA,Summer 2017,20163,10
SCADnow,Graphic Dsgn/Visual Experience,MA,Fall 2017,20170,18
SCADnow,Graphic Dsgn/Visual Experience,MA,Winter 2018,20171,24
SCADnow,Graphic Dsgn/Visual Experience,MA,Spring 2018,20172,18
SCADnow,Graphic Dsgn/Visual Experience,MA,Summer 2018,20173,16
SCADnow,Graphic Dsgn/Visual Experience,MA,Fall 2018,20180,13
SCADnow,Graphic Dsgn/Visual Experience,MA,Winter 2019,20181,12
SCADnow,Graphic Dsgn/Visual Experience,MA,Spring 2019,20182,8
SCADnow,Graphic Dsgn/Visual Experience,MA,Summer 2019,20183,8
SCADnow,Graphic Dsgn/Visual Experience,MA,Fall 2019,20190,7
SCADnow,Graphic Dsgn/Visual Experience,MA,Winter 2020,20191,7
SCADnow,Graphic Dsgn/Visual Experience,MA,Spring 2020,20192,6
SCADnow,Graphic Dsgn/Visual Experience,MA,Summer 2020,20193,7
SCADnow,Graphic Dsgn/Visual Experience,MA,Fall 2020,20200,11
SCADnow,Graphic Dsgn/Visual Experience,MA,Winter 2021,20201,12
SCADnow,Graphic Dsgn/Visual Experience,MA,Spring 2021,20202,9
SCADnow,Graphic Dsgn/Visual Experience,MA,Summer 2021,20203,9
SCADnow,Graphic Dsgn/Visual Experience,MA,Fall 2021,20210,14
SCADnow,Graphic Dsgn/Visual Experience,MA,Winter 2022,20211,12
SCADnow,Graphic Dsgn/Visual Experience,MA,Spring 2022,20212,9
SCADnow,Graphic Dsgn/Visual Experience,MA,Summer 2022,20213,10
SCADnow,Graphic Dsgn/Visual Experience,MA,Fall 2022,20220,17
SCADnow,Graphic Dsgn/Visual Experience,MA,Winter 2023,20221,15
SCADnow,Graphic Dsgn/Visual Experience,MA,Spring 2023,20222,12
SCADnow,Graphic Dsgn/Visual Experience,MA,Summer 2023,20223,9
SCADnow,Graphic Dsgn/Visual Experience,MA,Fall 2023,20230,14
SCADnow,Graphic Dsgn/Visual Experience,MA,Winter 2024,20231,14
SCADnow,Graphic Dsgn/Visual Experience,MA,Spring 2024,20232,11
SCADnow,Graphic Dsgn/Visual Experience,MA,Summer 2024,20233,10
SCADnow,Graphic Dsgn/Visual Experience,MA,Fall 2024,20240,22
SCADnow,Graphic Dsgn/Visual Experience,MA,Winter 2025,20241,24
SCADnow,Graphic Dsgn/Visual Experience,MA,Spring 2025,20242,15
SCADnow,Graphic Dsgn/Visual Experience,MA,Summer 2025,20243,18
SCADnow,Graphic Dsgn/Visual Experience,MA,Fall 2025,20250,20
SCADnow,Graphic Dsgn/Visual Experience,MA,Winter 2026,20251,19
SCADnow,Graphic Dsgn/Visual Experience,MFA,Fall 2010,20100,72
SCADnow,Graphic Dsgn/Visual Experience,MFA,Winter 2011,20101,56
SCADnow,Graphic Dsgn/Visual Experience,MFA,Spring 2011,20102,54
SCADnow,Graphic Dsgn/Visual Experience,MFA,Summer 2011,20103,42
SCADnow,Graphic Dsgn/Visual Experience,MFA,Fall 2011,20110,59
SCADnow,Graphic Dsgn/Visual Experience,MFA,Winter 2012,20111,58
SCADnow,Graphic Dsgn/Visual Experience,MFA,Spring 2012,20112,51
SCADnow,Graphic Dsgn/Visual Experience,MFA,Summer 2012,20113,42
SCADnow,Graphic Dsgn/Visual Experience,MFA,Fall 2012,20120,62
SCADnow,Graphic Dsgn/Visual Experience,MFA,Winter 2013,20121,72
SCADnow,Graphic Dsgn/Visual Experience,MFA,Spring 2013,20122,63
SCADnow,Graphic Dsgn/Visual Experience,MFA,Summer 2013,20123,43
SCADnow,Graphic Dsgn/Visual Experience,MFA,Fall 2013,20130,62
SCADnow,Graphic Dsgn/Visual Experience,MFA,Winter 2014,20131,51
SCADnow,Graphic Dsgn/Visual Experience,MFA,Spring 2014,20132,51
SCADnow,Graphic Dsgn/Visual Experience,MFA,Summer 2014,20133,31
SCADnow,Graphic Dsgn/Visual Experience,MFA,Fall 2014,20140,39
SCADnow,Graphic Dsgn/Visual Experience,MFA,Winter 2015,20141,45
SCADnow,Graphic Dsgn/Visual Experience,MFA,Spring 2015,20142,36
SCADnow,Graphic Dsgn/Visual Experience,MFA,Summer 2015,20143,35
SCADnow,Graphic Dsgn/Visual Experience,MFA,Fall 2015,20150,46
SCADnow,Graphic Dsgn/Visual Experience,MFA,Winter 2016,20151,40
SCADnow,Graphic Dsgn/Visual Experience,MFA,Spring 2016,20152,33
SCADnow,Graphic Dsgn/Visual Experience,MFA,Summer 2016,20153,27
SCADnow,Graphic Dsgn/Visual Experience,MFA,Fall 2016,20160,40
SCADnow,Graphic Dsgn/Visual Experience,MFA,Winter 2017,20161,33
SCADnow,Graphic Dsgn/Visual Experience,MFA,Spring 2017,20162,31
SCADnow,Graphic Dsgn/Visual Experience,MFA,Summer 2017,20163,22
SCADnow,Graphic Dsgn/Visual Experience,MFA,Fall 2017,20170,28
SCADnow,Graphic Dsgn/Visual Experience,MFA,Winter 2018,20171,32
SCADnow,Graphic Dsgn/Visual Experience,MFA,Spring 2018,20172,31
SCADnow,Graphic Dsgn/Visual Experience,MFA,Summer 2018,20173,23
SCADnow,Graphic Dsgn/Visual Experience,MFA,Fall 2018,20180,20
SCADnow,Graphic Dsgn/Visual Experience,MFA,Winter 2019,20181,24
SCADnow,Graphic Dsgn/Visual Experience,MFA,Spring 2019,20182,21
SCADnow,Graphic Dsgn/Visual Experience,MFA,Summer 2019,20183,19
SCADnow,Graphic Dsgn/Visual Experience,MFA,Fall 2019,20190,22
SCADnow,Graphic Dsgn/Visual Experience,MFA,Winter 2020,20191,25
SCADnow,Graphic Dsgn/Visual Experience,MFA,Spring 2020,20192,21
SCADnow,Graphic Dsgn/Visual Experience,MFA,Summer 2020,20193,18
SCADnow,Graphic Dsgn/Visual Experience,MFA,Fall 2020,20200,17
SCADnow,Graphic Dsgn/Visual Experience,MFA,Winter 2021,20201,20
SCADnow,Graphic Dsgn/Visual Experience,MFA,Spring 2021,20202,22
SCADnow,Graphic Dsgn/Visual Experience,MFA,Summer 2021,20203,16
SCADnow,Graphic Dsgn/Visual Experience,MFA,Fall 2021,20210,28
SCADnow,Graphic Dsgn/Visual Experience,MFA,Winter 2022,20211,33
SCADnow,Graphic Dsgn/Visual Experience,MFA,Spring 2022,20212,33
SCADnow,Graphic Dsgn/Visual Experience,MFA,Summer 2022,20213,19
SCADnow,Graphic Dsgn/Visual Experience,MFA,Fall 2022,20220,33
SCADnow,Graphic Dsgn/Visual Experience,MFA,Winter 2023,20221,32
SCADnow,Graphic Dsgn/Visual Experience,MFA,Spring 2023,20222,31
SCADnow,Graphic Dsgn/Visual Experience,MFA,Summer 2023,20223,29
SCADnow,Graphic Dsgn/Visual Experience,MFA,Fall 2023,20230,34
SCADnow,Graphic Dsgn/Visual Experience,MFA,Winter 2024,20231,32
SCADnow,Graphic Dsgn/Visual Experience,MFA,Spring 2024,20232,29
SCADnow,Graphic Dsgn/Visual Experience,MFA,Summer 2024,20233,19
SCADnow,Graphic Dsgn/Visual Experience,MFA,Fall 2024,20240,28
SCADnow,Graphic Dsgn/Visual Experience,MFA,Winter 2025,20241,26
SCADnow,Graphic Dsgn/Visual Experience,MFA,Spring 2025,20242,28
SCADnow,Graphic Dsgn/Visual Experience,MFA,Summer 2025,20243,17
SCADnow,Graphic Dsgn/Visual Experience,MFA,Fall 2025,20250,26
SCADnow,Graphic Dsgn/Visual Experience,MFA,Winter 2026,20251,27
SCADnow,Illustration,MA,Fall 2010,20100,4
SCADnow,Illustration,MA,Winter 2011,20101,5
SCADnow,Illustration,MA,Spring 2011,20102,8
SCADnow,Illustration,MA,Summer 2011,20103,6
SCADnow,Illustration,MA,Fall 2011,20110,11
SCADnow,Illustration,MA,Winter 2012,20111,9
SCADnow,Illustration,MA,Spring 2012,20112,11
SCADnow,Illustration,MA,Summer 2012,20113,6
SCADnow,Illustration,MA,Fall 2012,20120,17
SCADnow,Illustration,MA,Winter 2013,20121,14
SCADnow,Illustration,MA,Spring 2013,20122,15
SCADnow,Illustration,MA,Summer 2013,20123,10
SCADnow,Illustration,MA,Fall 2013,20130,12
SCADnow,Illustration,MA,Winter 2014,20131,11
SCADnow,Illustration,MA,Spring 2014,20132,10
SCADnow,Illustration,MA,Summer 2014,20133,8
SCADnow,Illustration,MA,Fall 2014,20140,14
SCADnow,Illustration,MA,Winter 2015,20141,9
SCADnow,Illustration,MA,Spring 2015,20142,9
SCADnow,Illustration,MA,Summer 2015,20143,5
SCADnow,Illustration,MA,Fall 2015,20150,10
SCADnow,Illustration,MA,Winter 2016,20151,10
SCADnow,Illustration,MA,Spring 2016,20152,9
SCADnow,Illustration,MA,Summer 2016,20153,6
SCADnow,Illustration,MA,Fall 2016,20160,16
SCADnow,Illustration,MA,Winter 2017,20161,11
SCADnow,Illustration,MA,Spring 2017,20162,12
SCADnow,Illustration,MA,Summer 2017,20163,5
SCADnow,Illustration,MA,Fall 2017,20170,12
SCADnow,Illustration,MA,Winter 2018,20171,13
SCADnow,Illustration,MA,Spring 2018,20172,7
SCADnow,Illustration,MA,Summer 2018,20173,8
SCADnow,Illustration,MA,Fall 2018,20180,11
SCADnow,Illustration,MA,Winter 2019,20181,14
SCADnow,Illustration,MA,Spring 2019,20182,12
SCADnow,Illustration,MA,Summer 2019,20183,17
SCADnow,Illustration,MA,Fall 2019,20190,18
SCADnow,Illustration,MA,Winter 2020,20191,19
SCADnow,Illustration,MA,Spring 2020,20192,15
SCADnow,Illustration,MA,Summer 2020,20193,17
SCADnow,Illustration,MA,Fall 2020,20200,20
SCADnow,Illustration,MA,Winter 2021,20201,20
SCADnow,Illustration,MA,Spring 2021,20202,23
SCADnow,Illustration,MA,Summer 2021,20203,27
SCADnow,Illustration,MA,Fall 2021,20210,25
SCADnow,Illustration,MA,Winter 2022,20211,30
SCADnow,Illustration,MA,Spring 2022,20212,22
SCADnow,Illustration,MA,Summer 2022,20213,16
SCADnow,Illustration,MA,Fall 2022,20220,22
SCADnow,Illustration,MA,Winter 2023,20221,27
SCADnow,Illustration,MA,Spring 2023,20222,26
SCADnow,Illustration,MA,Summer 2023,20223,29
SCADnow,Illustration,MA,Fall 2023,20230,26
SCADnow,Illustration,MA,Winter 2024,20231,27
SCADnow,Illustration,MA,Spring 2024,20232,18
SCADnow,Illustration,MA,Summer 2024,20233,19
SCADnow,Illustration,MA,Fall 2024,20240,19
SCADnow,Illustration,MA,Winter 2025,20241,22
SCADnow,Illustration,MA,Spring 2025,20242,19
SCADnow,Illustration,MA,Summer 2025,20243,16
SCADnow,Illustration,MA,Fall 2025,20250,19
SCADnow,Illustration,MA,Winter 2026,20251,22
SCADnow,Illustration,MFA,Spring 2012,20112,1
SCADnow,Illustration,MFA,Fall 2012,20120,1
SCADnow,Illustration,MFA,Winter 2013,20121,1
SCADnow,Illustration,MFA,Spring 2014,20132,3
SCADnow,Illustration,MFA,Summer 2014,20133,4
SCADnow,Illustration,MFA,Fall 2014,20140,10
SCADnow,Illustration,MFA,Winter 2015,20141,10
SCADnow,Illustration,MFA,Spring 2015,20142,12
SCADnow,Illustration,MFA,Summer 2015,20143,8
SCADnow,Illustration,MFA,Fall 2015,20150,14
SCADnow,Illustration,MFA,Winter 2016,20151,12
SCADnow,Illustration,MFA,Spring 2016,20152,15
SCADnow,Illustration,MFA,Summer 2016,20153,15
SCADnow,Illustration,MFA,Fall 2016,20160,22
SCADnow,Illustration,MFA,Winter 2017,20161,24
SCADnow,Illustration,MFA,Spring 2017,20162,22
SCADnow,Illustration,MFA,Summer 2017,20163,16
SCADnow,Illustration,MFA,Fall 2017,20170,22
SCADnow,Illustration,MFA,Winter 2018,20171,24
SCADnow,Illustration,MFA,Spring 2018,20172,21
SCADnow,Illustration,MFA,Summer 2018,20173,18
SCADnow,Illustration,MFA,Fall 2018,20180,27
SCADnow,Illustration,MFA,Winter 2019,20181,27
SCADnow,Illustration,MFA,Spring 2019,20182,25
SCADnow,Illustration,MFA,Summer 2019,20183,21
SCADnow,Illustration,MFA,Fall 2019,20190,25
SCADnow,Illustration,MFA,Winter 2020,20191,24
SCADnow,Illustration,MFA,Spring 2020,20192,22
SCADnow,Illustration,MFA,Summer 2020,20193,23
SCADnow,Illustration,MFA,Fall 2020,20200,36
SCADnow,Illustration,MFA,Winter 2021,20201,44
SCADnow,Illustration,MFA,Spring 2021,20202,47
SCADnow,Illustration,MFA,Summer 2021,20203,31
SCADnow,Illustration,MFA,Fall 2021,20210,51
SCADnow,Illustration,MFA,Winter 2022,20211,70
SCADnow,Illustration,MFA,Spring 2022,20212,70
SCADnow,Illustration,MFA,Summer 2022,20213,52
SCADnow,Illustration,MFA,Fall 2022,20220,67
SCADnow,Illustration,MFA,Winter 2023,20221,66
