location,program,degree,period,period_sort,count
Atlanta,Dramatic Writing,MFA,Winter 2023,20221,2
Atlanta,Dramatic Writing,MFA,Spring 2023,20222,1
Atlanta,Dramatic Writing,MFA,Summer 2023,20223,1
Atlanta,Dramatic Writing,MFA,Fall 2023,20230,1
Atlanta,Editing,MA,Fall 2024,20240,3
Atlanta,Editing,MA,Winter 2025,20241,3
Atlanta,Editing,MA,Spring 2025,20242,3
Atlanta,Editing,MA,Fall 2025,20250,5
Atlanta,Editing,MA,Winter 2026,20251,5
Atlanta,Fashion,BFA,Fall 2010,20100,167
Atlanta,Fashion,BFA,Winter 2011,20101,183
Atlanta,Fashion,BFA,Spring 2011,20102,183
Atlanta,Fashion,BFA,Summer 2011,20103,78
Atlanta,Fashion,BFA,Fall 2011,20110,167
Atlanta,Fashion,BFA,Winter 2012,20111,175
Atlanta,Fashion,BFA,Spring 2012,20112,176
Atlanta,Fashion,BFA,Summer 2012,20113,60
Atlanta,Fashion,BFA,Fall 2012,20120,140
Atlanta,Fashion,BFA,Winter 2013,20121,155
Atlanta,Fashion,BFA,Spring 2013,20122,159
Atlanta,Fashion,BFA,Summer 2013,20123,58
Atlanta,Fashion,BFA,Fall 2013,20130,138
Atlanta,Fashion,BFA,Winter 2014,20131,145
Atlanta,Fashion,BFA,Spring 2014,20132,159
Atlanta,Fashion,BFA,Summer 2014,20133,48
Atlanta,Fashion,BFA,Fall 2014,20140,144
Atlanta,Fashion,BFA,Winter 2015,20141,163
Atlanta,Fashion,BFA,Spring 2015,20142,161
Atlanta,Fashion,BFA,Summer 2015,20143,63
Atlanta,Fashion,BFA,Fall 2015,20150,142
Atlanta,Fashion,BFA,Winter 2016,20151,158
Atlanta,Fashion,BFA,Spring 2016,20152,176
Atlanta,Fashion,BFA,Summer 2016,20153,49
Atlanta,Fashion,BFA,Fall 2016,20160,152
Atlanta,Fashion,BFA,Winter 2017,20161,172
Atlanta,Fashion,BFA,Spring 2017,20162,173
Atlanta,Fashion,BFA,Summer 2017,20163,50
Atlanta,Fashion,BFA,Fall 2017,20170,140
Atlanta,Fashion,BFA,Winter 2018,20171,172
Atlanta,Fashion,BFA,Spring 2018,20172,177
Atlanta,Fashion,BFA,Summer 2018,20173,61
Atlanta,Fashion,BFA,Fall 2018,20180,164
Atlanta,Fashion,BFA,Winter 2019,20181,202
Atlanta,Fashion,BFA,Spring 2019,20182,209
Atlanta,Fashion,BFA,Summer 2019,20183,55
Atlanta,Fashion,BFA,Fall 2019,20190,176
Atlanta,Fashion,BFA,Winter 2020,20191,223
Atlanta,Fashion,BFA,Spring 2020,20192,218
Atlanta,Fashion,BFA,Summer 2020,20193,67
Atlanta,Fashion,BFA,Fall 2020,20200,189
Atlanta,Fashion,BFA,Winter 2021,20201,203
Atlanta,Fashion,BFA,Spring 2021,20202,199
Atlanta,Fashion,BFA,Summer 2021,20203,78
Atlanta,Fashion,BFA,Fall 2021,20210,183
Atlanta,Fashion,BFA,Winter 2022,20211,213
Atlanta,Fashion,BFA,Spring 2022,20212,214
Atlanta,Fashion,BFA,Summer 2022,20213,77
Atlanta,Fashion,BFA,Fall 2022,20220,202
Atlanta,Fashion,BFA,Winter 2023,20221,249
Atlanta,Fashion,BFA,Spring 2023,20222,237
Atlanta,Fashion,BFA,Summer 2023,20223,79
Atlanta,Fashion,BFA,Fall 2023,20230,193
Atlanta,Fashion,BFA,Winter 2024,20231,257
Atlanta,Fashion,BFA,Spring 2024,20232,248
Atlanta,Fashion,BFA,Summer 2024,20233,73
Atlanta,Fashion,BFA,Fall 2024,20240,232
Atlanta,Fashion,BFA,Winter 2025,20241,278
Atlanta,Fashion,BFA,Spring 2025,20242,271
Atlanta,Fashion,BFA,Summer 2025,20243,63
Atlanta,Fashion,BFA,Fall 2025,20250,228
Atlanta,Fashion,BFA,Winter 2026,20251,270
Atlanta,Fashion,MFA,Fall 2010,20100,8
Atlanta,Fashion,MFA,Winter 2011,20101,9
Atlanta,Fashion,MFA,Spring 2011,20102,9
Atlanta,Fashion,MFA,Summer 2011,20103,8
Atlanta,Fashion,MFA,Fall 2011,20110,12
Atlanta,Fashion,MFA,Winter 2012,20111,12
Atlanta,Fashion,MFA,Spring 2012,20112,11
Atlanta,Fashion,MFA,Summer 2012,20113,5
Atlanta,Fashion,MFA,Fall 2012,20120,9
Atlanta,Fashion,MFA,Winter 2013,20121,9
Atlanta,Fashion,MFA,Spring 2013,20122,12
Atlanta,Fashion,MFA,Summer 2013,20123,8
Atlanta,Fashion,MFA,Fall 2013,20130,16
Atlanta,Fashion,MFA,Winter 2014,20131,13
Atlanta,Fashion,MFA,Spring 2014,20132,11
Atlanta,Fashion,MFA,Summer 2014,20133,8
Atlanta,Fashion,MFA,Fall 2014,20140,20
Atlanta,Fashion,MFA,Winter 2015,20141,18
Atlanta,Fashion,MFA,Spring 2015,20142,17
Atlanta,Fashion,MFA,Summer 2015,20143,9
Atlanta,Fashion,MFA,Fall 2015,20150,23
Atlanta,Fashion,MFA,Winter 2016,20151,23
Atlanta,Fashion,MFA,Spring 2016,20152,23
Atlanta,Fashion,MFA,Summer 2016,20153,13
Atlanta,Fashion,MFA,Fall 2016,20160,26
Atlanta,Fashion,MFA,Winter 2017,20161,25
Atlanta,Fashion,MFA,Spring 2017,20162,24
Atlanta,Fashion,MFA,Summer 2017,20163,17
Atlanta,Fashion,MFA,Fall 2017,20170,35
Atlanta,Fashion,MFA,Winter 2018,20171,33
Atlanta,Fashion,MFA,Spring 2018,20172,25
Atlanta,Fashion,MFA,Summer 2018,20173,18
Atlanta,Fashion,MFA,Fall 2018,20180,28
Atlanta,Fashion,MFA,Winter 2019,20181,25
Atlanta,Fashion,MFA,Spring 2019,20182,27
Atlanta,Fashion,MFA,Summer 2019,20183,14
Atlanta,Fashion,MFA,Fall 2019,20190,30
Atlanta,Fashion,MFA,Winter 2020,20191,25
Atlanta,Fashion,MFA,Spring 2020,20192,22
Atlanta,Fashion,MFA,Summer 2020,20193,16
Atlanta,Fashion,MFA,Fall 2020,20200,32
Atlanta,Fashion,MFA,Winter 2021,20201,33
Atlanta,Fashion,MFA,Spring 2021,20202,35
Atlanta,Fashion,MFA,Summer 2021,20203,20
Atlanta,Fashion,MFA,Fall 2021,20210,31
Atlanta,Fashion,MFA,Winter 2022,20211,27
Atlanta,Fashion,MFA,Spring 2022,20212,26
Atlanta,Fashion,MFA,Summer 2022,20213,17
Atlanta,Fashion,MFA,Fall 2022,20220,26
Atlanta,Fashion,MFA,Winter 2023,20221,24
Atlanta,Fashion,MFA,Spring 2023,20222,17
Atlanta,Fashion,MFA,Summer 2023,20223,8
Atlanta,Fashion,MFA,Fall 2023,20230,17
Atlanta,Fashion,MFA,Winter 2024,20231,14
Atlanta,Fashion,MFA,Spring 2024,20232,15
Atlanta,Fashion,MFA,Summer 2024,20233,6
Atlanta,Fashion,MFA,Fall 2024,20240,12
Atlanta,Fashion,MFA,Winter 2025,20241,13
Atlanta,Fashion,MFA,Spring 2025,20242,13
Atlanta,Fashion,MFA,Summer 2025,20243,2
Atlanta,Fashion,MFA,Fall 2025,20250,12
Atlanta,Fashion,MFA,Winter 2026,20251,12
Atlanta,Fashion Marketing & Management,BFA,Fall 2010,20100,93
Atlanta,Fashion Marketing & Management,BFA,Winter 2011,20101,107
Atlanta,Fashion Marketing & Management,BFA,Spring 2011,20102,118
Atlanta,Fashion Marketing & Management,BFA,Summer 2011,20103,47
Atlanta,Fashion Marketing & Management,BFA,Fall 2011,20110,117
Atlanta,Fashion Marketing & Management,BFA,Winter 2012,20111,120
Atlanta,Fashion Marketing & Management,BFA,Spring 2012,20112,117
Atlanta,Fashion Marketing & Management,BFA,Summer 2012,20113,31
Atlanta,Fashion Marketing & Management,BFA,Fall 2012,20120,114
Atlanta,Fashion Marketing & Management,BFA,Winter 2013,20121,126
Atlanta,Fashion Marketing & Management,BFA,Spring 2013,20122,120
Atlanta,Fashion Marketing & Management,BFA,Summer 2013,20123,36
Atlanta,Fashion Marketing & Management,BFA,Fall 2013,20130,113
Atlanta,Fashion Marketing & Management,BFA,Winter 2014,20131,123
Atlanta,Fashion Marketing & Management,BFA,Spring 2014,20132,123
Atlanta,Fashion Marketing & Management,BFA,Summer 2014,20133,31
Atlanta,Fashion Marketing & Management,BFA,Fall 2014,20140,116
Atlanta,Fashion Marketing & Management,BFA,Winter 2015,20141,119
Atlanta,Fashion Marketing & Management,BFA,Spring 2015,20142,119
Atlanta,Fashion Marketing & Management,BFA,Summer 2015,20143,44
Atlanta,Fashion Marketing & Management,BFA,Fall 2015,20150,98
Atlanta,Fashion Marketing & Management,BFA,Winter 2016,20151,108
Atlanta,Fashion Marketing & Management,BFA,Spring 2016,20152,118
Atlanta,Fashion Marketing & Management,BFA,Summer 2016,20153,27
Atlanta,Fashion Marketing & Management,BFA,Fall 2016,20160,101
Atlanta,Fashion Marketing & Management,BFA,Winter 2017,20161,126
Atlanta,Fashion Marketing & Management,BFA,Spring 2017,20162,118
Atlanta,Fashion Marketing & Management,BFA,Summer 2017,20163,26
Atlanta,Fashion Marketing & Management,BFA,Fall 2017,20170,114
Atlanta,Fashion Marketing & Management,BFA,Winter 2018,20171,139
Atlanta,Fashion Marketing & Management,BFA,Spring 2018,20172,133
Atlanta,Fashion Marketing & Management,BFA,Summer 2018,20173,37
Atlanta,Fashion Marketing & Management,BFA,Fall 2018,20180,119
Atlanta,Fashion Marketing & Management,BFA,Winter 2019,20181,132
Atlanta,Fashion Marketing & Management,BFA,Spring 2019,20182,133
Atlanta,Fashion Marketing & Management,BFA,Summer 2019,20183,40
Atlanta,Fashion Marketing & Management,BFA,Fall 2019,20190,111
Atlanta,Fashion Marketing & Management,BFA,Winter 2020,20191,133
Atlanta,Fashion Marketing & Management,BFA,Spring 2020,20192,136
Atlanta,Fashion Marketing & Management,BFA,Summer 2020,20193,40
Atlanta,Fashion Marketing & Management,BFA,Fall 2020,20200,112
Atlanta,Fashion Marketing & Management,BFA,Winter 2021,20201,109
Atlanta,Fashion Marketing & Management,BFA,Spring 2021,20202,105
Atlanta,Fashion Marketing & Management,BFA,Summer 2021,20203,27
Atlanta,Fashion Marketing & Management,BFA,Fall 2021,20210,105
Atlanta,Fashion Marketing & Management,BFA,Winter 2022,20211,115
Atlanta,Fashion Marketing & Management,BFA,Spring 2022,20212,99
Atlanta,Fashion Marketing & Management,BFA,Summer 2022,20213,31
Atlanta,Fashion Marketing & Management,BFA,Fall 2022,20220,88
Atlanta,Fashion Marketing & Management,BFA,Winter 2023,20221,109
Atlanta,Fashion Marketing & Management,BFA,Spring 2023,20222,112
Atlanta,Fashion Marketing & Management,BFA,Summer 2023,20223,30
Atlanta,Fashion Marketing & Management,BFA,Fall 2023,20230,110
Atlanta,Fashion Marketing & Management,BFA,Winter 2024,20231,135
Atlanta,Fashion Marketing & Management,BFA,Spring 2024,20232,129
Atlanta,Fashion Marketing & Management,BFA,Summer 2024,20233,41
Atlanta,Fashion Marketing & Management,BFA,Fall 2024,20240,112
Atlanta,Fashion Marketing & Management,BFA,Winter 2025,20241,133
Atlanta,Fashion Marketing & Management,BFA,Spring 2025,20242,126
Atlanta,Fashion Marketing & Management,BFA,Summer 2025,20243,42
Atlanta,Fashion Marketing & Management,BFA,Fall 2025,20250,126
Atlanta,Fashion Marketing & Management,BFA,Winter 2026,20251,137
Atlanta,Film and Television,BFA,Fall 2010,20100,1
Atlanta,Film and Television,BFA,Winter 2011,20101,2
Atlanta,Film and Television,BFA,Spring 2011,20102,2
Atlanta,Film and Television,BFA,Fall 2011,20110,1
Atlanta,Film and Television,BFA,Winter 2012,20111,1
Atlanta,Film and Television,BFA,Spring 2012,20112,2
Atlanta,Film and Television,BFA,Summer 2012,20113,3
Atlanta,Film and Television,BFA,Fall 2012,20120,3
Atlanta,Film and Television,BFA,Winter 2013,20121,5
Atlanta,Film and Television,BFA,Spring 2013,20122,3
Atlanta,Film and Television,BFA,Summer 2013,20123,2
Atlanta,Film and Television,BFA,Fall 2013,20130,4
Atlanta,Film and Television,BFA,Winter 2014,20131,2
Atlanta,Film and Television,BFA,Spring 2014,20132,2
Atlanta,Film and Television,BFA,Summer 2014,20133,2
Atlanta,Film and Television,BFA,Fall 2014,20140,3
Atlanta,Film and Television,BFA,Winter 2015,20141,6
Atlanta,Film and Television,BFA,Spring 2015,20142,3
Atlanta,Film and Television,BFA,Fall 2015,20150,12
Atlanta,Film and Television,BFA,Winter 2016,20151,26
Atlanta,Film and Television,BFA,Spring 2016,20152,38
Atlanta,Film and Television,BFA,Summer 2016,20153,6
Atlanta,Film and Television,BFA,Fall 2016,20160,59
Atlanta,Film and Television,BFA,Winter 2017,20161,83
Atlanta,Film and Television,BFA,Spring 2017,20162,94
Atlanta,Film and Television,BFA,Summer 2017,20163,17
Atlanta,Film and Television,BFA,Fall 2017,20170,111
Atlanta,Film and Television,BFA,Winter 2018,20171,149
Atlanta,Film and Television,BFA,Spring 2018,20172,158
Atlanta,Film and Television,BFA,Summer 2018,20173,34
Atlanta,Film and Television,BFA,Fall 2018,20180,158
Atlanta,Film and Television,BFA,Winter 2019,20181,223
Atlanta,Film and Television,BFA,Spring 2019,20182,222
Atlanta,Film and Television,BFA,Summer 2019,20183,62
Atlanta,Film and Television,BFA,Fall 2019,20190,218
Atlanta,Film and Television,BFA,Winter 2020,20191,288
Atlanta,Film and Television,BFA,Spring 2020,20192,262
Atlanta,Film and Television,BFA,Summer 2020,20193,86
Atlanta,Film and Television,BFA,Fall 2020,20200,238
Atlanta,Film and Television,BFA,Winter 2021,20201,275
Atlanta,Film and Television,BFA,Spring 2021,20202,274
Atlanta,Film and Television,BFA,Summer 2021,20203,90
Atlanta,Film and Television,BFA,Fall 2021,20210,252
Atlanta,Film and Television,BFA,Winter 2022,20211,300
Atlanta,Film and Television,BFA,Spring 2022,20212,300
Atlanta,Film and Television,BFA,Summer 2022,20213,63
Atlanta,Film and Television,BFA,Fall 2022,20220,279
Atlanta,Film and Television,BFA,Winter 2023,20221,357
Atlanta,Film and Television,BFA,Spring 2023,20222,351
Atlanta,Film and Television,BFA,Summer 2023,20223,79
Atlanta,Film and Television,BFA,Fall 2023,20230,323
Atlanta,Film and Television,BFA,Winter 2024,20231,375
Atlanta,Film and Television,BFA,Spring 2024,20232,363
Atlanta,Film and Television,BFA,Summer 2024,20233,91
Atlanta,Film and Television,BFA,Fall 2024,20240,330
Atlanta,Film and Television,BFA,Winter 2025,20241,383
Atlanta,Film and Television,BFA,Spring 2025,20242,360
Atlanta,Film and Television,BFA,Summer 2025,20243,82
Atlanta,Film and Television,BFA,Fall 2025,20250,315
Atlanta,Film and Television,BFA,Winter 2026,20251,364
Atlanta,Film and Television,MFA,Summer 2011,20103,1
Atlanta,Film and Television,MFA,Fall 2013,20130,3
Atlanta,Film and Television,MFA,Winter 2014,20131,11
Atlanta,Film and Television,MFA,Spring 2014,20132,12
Atlanta,Film and Television,MFA,Summer 2014,20133,7
Atlanta,Film and Television,MFA,Fall 2014,20140,40
Atlanta,Film and Television,MFA,Winter 2015,20141,37
Atlanta,Film and Television,MFA,Spring 2015,20142,30
Atlanta,Film and Television,MFA,Summer 2015,20143,8
Atlanta,Film and Television,MFA,Fall 2015,20150,22
Atlanta,Film and Television,MFA,Winter 2016,20151,25
Atlanta,Film and Television,MFA,Spring 2016,20152,28
Atlanta,Film and Television,MFA,Summer 2016,20153,11
Atlanta,Film and Television,MFA,Fall 2016,20160,45
Atlanta,Film and Television,MFA,Winter 2017,20161,46
Atlanta,Film and Television,MFA,Spring 2017,20162,48
Atlanta,Film and Television,MFA,Summer 2017,20163,27
Atlanta,Film and Television,MFA,Fall 2017,20170,78
Atlanta,Film and Television,MFA,Winter 2018,20171,77
Atlanta,Film and Television,MFA,Spring 2018,20172,74
Atlanta,Film and Television,MFA,Summer 2018,20173,45
Atlanta,Film and Television,MFA,Fall 2018,20180,91
Atlanta,Film and Television,MFA,Winter 2019,20181,91
Atlanta,Film and Television,MFA,Spring 2019,20182,92
Atlanta,Film and Television,MFA,Summer 2019,20183,56
Atlanta,Film and Television,MFA,Fall 2019,20190,104
Atlanta,Film and Television,MFA,Winter 2020,20191,104
Atlanta,Film and Television,MFA,Spring 2020,20192,104
Atlanta,Film and Television,MFA,Summer 2020,20193,68
Atlanta,Film and Television,MFA,Fall 2020,20200,111
Atlanta,Film and Television,MFA,Winter 2021,20201,108
Atlanta,Film and Television,MFA,Spring 2021,20202,102
Atlanta,Film and Television,MFA,Summer 2021,20203,49
Atlanta,Film and Television,MFA,Fall 2021,20210,132
Atlanta,Film and Television,MFA,Winter 2022,20211,108
Atlanta,Film and Television,MFA,Spring 2022,20212,97
Atlanta,Film and Television,MFA,Summer 2022,20213,47
Atlanta,Film and Television,MFA,Fall 2022,20220,102
Atlanta,Film and Television,MFA,Winter 2023,20221,104
Atlanta,Film and Television,MFA,Spring 2023,20222,101
Atlanta,Film and Television,MFA,Summer 2023,20223,36
Atlanta,Film and Television,MFA,Fall 2023,20230,93
Atlanta,Film and Television,MFA,Winter 2024,20231,78
Atlanta,Film and Television,MFA,Spring 2024,20232,73
Atlanta,Film and Television,MFA,Summer 2024,20233,36
Atlanta,Film and Television,MFA,Fall 2024,20240,84
Atlanta,Film and Television,MFA,Winter 2025,20241,83
Atlanta,Film and Television,MFA,Spring 2025,20242,89
Atlanta,Film and Television,MFA,Summer 2025,20243,53
Atlanta,Film and Television,MFA,Fall 2025,20250,104
Atlanta,Film and Television,MFA,Winter 2026,20251,94
Atlanta,Graphic Dsgn/Visual Experience,BA,Fall 2022,20220,3
Atlanta,Graphic Dsgn/Visual Experience,BA,Winter 2023,20221,6
Atlanta,Graphic Dsgn/Visual Experience,BA,Spring 2023,20222,6
Atlanta,Graphic Dsgn/Visual Experience,BA,Fall 2023,20230,11
Atlanta,Graphic Dsgn/Visual Experience,BA,Winter 2024,20231,17
Atlanta,Graphic Dsgn/Visual Experience,BA,Spring 2024,20232,16
Atlanta,Graphic Dsgn/Visual Experience,BA,Summer 2024,20233,4
Atlanta,Graphic Dsgn/Visual Experience,BA,Fall 2024,20240,18
Atlanta,Graphic Dsgn/Visual Experience,BA,Winter 2025,20241,21
Atlanta,Graphic Dsgn/Visual Experience,BA,Spring 2025,20242,20
Atlanta,Graphic Dsgn/Visual Experience,BA,Summer 2025,20243,7
Atlanta,Graphic Dsgn/Visual Experience,BA,Fall 2025,20250,19
Atlanta,Graphic Dsgn/Visual Experience,BA,Winter 2026,20251,20
Atlanta,Graphic Dsgn/Visual Experience,BFA,Fall 2010,20100,146
Atlanta,Graphic Dsgn/Visual Experience,BFA,Winter 2011,20101,145
Atlanta,Graphic Dsgn/Visual Experience,BFA,Spring 2011,20102,147
Atlanta,Graphic Dsgn/Visual Experience,BFA,Summer 2011,20103,60
Atlanta,Graphic Dsgn/Visual Experience,BFA,Fall 2011,20110,136
Atlanta,Graphic Dsgn/Visual Experience,BFA,Winter 2012,20111,142
Atlanta,Graphic Dsgn/Visual Experience,BFA,Spring 2012,20112,147
Atlanta,Graphic Dsgn/Visual Experience,BFA,Summer 2012,20113,52
Atlanta,Graphic Dsgn/Visual Experience,BFA,Fall 2012,20120,123
Atlanta,Graphic Dsgn/Visual Experience,BFA,Winter 2013,20121,138
Atlanta,Graphic Dsgn/Visual Experience,BFA,Spring 2013,20122,137
Atlanta,Graphic Dsgn/Visual Experience,BFA,Summer 2013,20123,54
Atlanta,Graphic Dsgn/Visual Experience,BFA,Fall 2013,20130,135
Atlanta,Graphic Dsgn/Visual Experience,BFA,Winter 2014,20131,131
Atlanta,Graphic Dsgn/Visual Experience,BFA,Spring 2014,20132,133
Atlanta,Graphic Dsgn/Visual Experience,BFA,Summer 2014,20133,49
Atlanta,Graphic Dsgn/Visual Experience,BFA,Fall 2014,20140,127
Atlanta,Graphic Dsgn/Visual Experience,BFA,Winter 2015,20141,122
Atlanta,Graphic Dsgn/Visual Experience,BFA,Spring 2015,20142,131
Atlanta,Graphic Dsgn/Visual Experience,BFA,Summer 2015,20143,53
Atlanta,Graphic Dsgn/Visual Experience,BFA,Fall 2015,20150,132
Atlanta,Graphic Dsgn/Visual Experience,BFA,Winter 2016,20151,141
Atlanta,Graphic Dsgn/Visual Experience,BFA,Spring 2016,20152,143
Atlanta,Graphic Dsgn/Visual Experience,BFA,Summer 2016,20153,59
Atlanta,Graphic Dsgn/Visual Experience,BFA,Fall 2016,20160,142
Atlanta,Graphic Dsgn/Visual Experience,BFA,Winter 2017,20161,147
Atlanta,Graphic Dsgn/Visual Experience,BFA,Spring 2017,20162,152
Atlanta,Graphic Dsgn/Visual Experience,BFA,Summer 2017,20163,69
Atlanta,Graphic Dsgn/Visual Experience,BFA,Fall 2017,20170,134
Atlanta,Graphic Dsgn/Visual Experience,BFA,Winter 2018,20171,157
Atlanta,Graphic Dsgn/Visual Experience,BFA,Spring 2018,20172,146
Atlanta,Graphic Dsgn/Visual Experience,BFA,Summer 2018,20173,58
Atlanta,Graphic Dsgn/Visual Experience,BFA,Fall 2018,20180,131
Atlanta,Graphic Dsgn/Visual Experience,BFA,Winter 2019,20181,139
Atlanta,Graphic Dsgn/Visual Experience,BFA,Spring 2019,20182,139
Atlanta,Graphic Dsgn/Visual Experience,BFA,Summer 2019,20183,44
Atlanta,Graphic Dsgn/Visual Experience,BFA,Fall 2019,20190,123
Atlanta,Graphic Dsgn/Visual Experience,BFA,Winter 2020,20191,153
Atlanta,Graphic Dsgn/Visual Experience,BFA,Spring 2020,20192,153
Atlanta,Graphic Dsgn/Visual Experience,BFA,Summer 2020,20193,55
Atlanta,Graphic Dsgn/Visual Experience,BFA,Fall 2020,20200,130
Atlanta,Graphic Dsgn/Visual Experience,BFA,Winter 2021,20201,128
Atlanta,Graphic Dsgn/Visual Experience,BFA,Spring 2021,20202,123
Atlanta,Graphic Dsgn/Visual Experience,BFA,Summer 2021,20203,39
Atlanta,Graphic Dsgn/Visual Experience,BFA,Fall 2021,20210,118
Atlanta,Graphic Dsgn/Visual Experience,BFA,Winter 2022,20211,126
Atlanta,Graphic Dsgn/Visual Experience,BFA,Spring 2022,20212,121
Atlanta,Graphic Dsgn/Visual Experience,BFA,Summer 2022,20213,34
Atlanta,Graphic Dsgn/Visual Experience,BFA,Fall 2022,20220,106
Atlanta,Graphic Dsgn/Visual Experience,BFA,Winter 2023,20221,108
Atlanta,Graphic Dsgn/Visual Experience,BFA,Spring 2023,20222,115
Atlanta,Graphic Dsgn/Visual Experience,BFA,Summer 2023,20223,32
Atlanta,Graphic Dsgn/Visual Experience,BFA,Fall 2023,20230,123
